SOC,TaskID,TaskText,TaskType,task_incumbents_responding,task_date_raw,task_domain_source,task_date,Importance,Relevance,ratings_source_im,ratings_source_rl,importance_n_respondents,relevance_n_respondents,ratings_month_im,ratings_month_rl,OccTitleRaw,Description,OccTitleClean,uid,retained_by_relevance_rule,dwa_ids,dwa_titles,dwa_count,soc_emerging_new_count,soc_emerging_revision_count,is_emerging_revision,hot_tech_count,in_demand_tech_count,top_hot_tech_examples,top_tools_examples,job_zone,svp_range,wc_electronic_mail,wc_exact_or_accurate,wc_face_to_face,wc_hands_on,wc_physical_proximity,wc_telephone,related_occ_count,top_related_titles,top_work_activities,vote1,vote2,vote3,modality,modality_agreement,modality_disagreement,modality_confidence,digital_amenable,amenability_reason,amenability_code,needs_stub,stub_type,importance_weight_norm,onetsrc_version,model_name,votes_per_task,vote_seeds,generated_utc
43-4051.00,2585,"Obtain and examine all relevant information to assess validity of complaints and to determine possible causes, such as extreme weather conditions that could increase utility bills.",Supplemental,72.0,08/2022,Incumbent,2022-08,3.63,55.68,Incumbent,Incumbent,45.0,72.0,2022-08,2022-08,Customer Service Representatives,"Interact with customers to provide basic or scripted information in response to routine inquiries about products and services. May handle and resolve general complaints. Excludes individuals whose duties are primarily installation, sales, repair, and technical support.",Customer Service Representative,d8079cd9345f,True,4.A.4.a.8.I03.D01,Respond to customer problems or complaints.,1,,,False,27,3,ADP Workforce Now; AS/400 Database; Active Data Online WebChat,Autodialing systems; Automatic call distribution ACD system; Calling line identification equipment,2,,4.33,4.53,3.61,3.99,3.24,5.0,20,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel; Telemarketers; Insurance Claims and Policy Processing Clerks","Communicating with Supervisors, Peers, or Subordinates; Working with Computers; Communicating with People Outside the Organization",TEXT,TEXT,TEXT,TEXT,3,False,1.0,True,Language-only I/O suffices.,LANGUAGE_ONLY,False,NONE,0.06888045540796964,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
43-4051.00,2591,"Recommend improvements in products, packaging, shipping, service, or billing methods and procedures to prevent future problems.",Supplemental,72.0,08/2022,Incumbent,2022-08,3.16,62.8,Incumbent,Incumbent,42.0,72.0,2022-08,2022-08,Customer Service Representatives,"Interact with customers to provide basic or scripted information in response to routine inquiries about products and services. May handle and resolve general complaints. Excludes individuals whose duties are primarily installation, sales, repair, and technical support.",Customer Service Representative,d6909729317c,True,4.A.4.b.6.I05.D04,Recommend packing or shipping methods.,1,,,False,27,3,ADP Workforce Now; AS/400 Database; Active Data Online WebChat,Autodialing systems; Automatic call distribution ACD system; Calling line identification equipment,2,,4.33,4.53,3.61,3.99,3.24,5.0,20,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel; Telemarketers; Insurance Claims and Policy Processing Clerks","Communicating with Supervisors, Peers, or Subordinates; Working with Computers; Communicating with People Outside the Organization",TEXT,TEXT,TEXT,TEXT,3,False,1.0,True,Language-only I/O suffices.,LANGUAGE_ONLY,False,NONE,0.059962049335863375,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,12472,"Discard or reject products, materials, or equipment not meeting specifications.",Core,62.0,08/2020,Incumbent,2020-08,4.68,89.67,Incumbent,Incumbent,54.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,d90fb1a3c6be,True,4.A.2.a.1.I05.D03,Evaluate quality of materials or products.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",MANUAL,MANUAL,MANUAL,MANUAL,3,False,1.0,False,Requires physical/manual action.,PHYSICAL_MANUAL,True,MANUAL,0.03660253402158611,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,12478,"Mark items with details, such as grade or acceptance-rejection status.",Core,62.0,08/2020,Incumbent,2020-08,4.57,86.15,Incumbent,Incumbent,52.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,b86b2c576fc4,True,4.A.1.b.1.I01.D04,"Mark products, workpieces, or equipment with identifying information.",1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",GUI,GUI,GUI,GUI,3,False,1.0,True,Requires operating software UI.,GUI_SOFTWARE,False,NONE,0.03574221805099328,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,12480,"Measure dimensions of products to verify conformance to specifications, using measuring instruments, such as rulers, calipers, gauges, or micrometers.",Core,62.0,08/2020,Incumbent,2020-08,4.49,89.55,Incumbent,Incumbent,56.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,d49b96eef13f,True,4.A.1.b.3.I01.D12,Measure dimensions of completed products or workpieces to verify conformance to specifications.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",MANUAL,MANUAL,MANUAL,MANUAL,3,False,1.0,False,Requires physical/manual action.,PHYSICAL_MANUAL,True,MANUAL,0.035116533708743944,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,20299,Notify supervisors or other personnel of production problems.,Core,62.0,08/2020,Incumbent,2020-08,4.48,91.86,Incumbent,Incumbent,57.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,e034e309f165,True,4.A.4.a.2.I08.D02,Notify others of equipment repair or maintenance needs.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",TEXT,TEXT,TEXT,TEXT,3,False,1.0,True,Language-only I/O suffices.,LANGUAGE_ONLY,False,NONE,0.035038323165962774,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,12474,"Inspect, test, or measure materials, products, installations, or work for conformance to specifications.",Core,62.0,08/2020,Incumbent,2020-08,4.46,93.04,Incumbent,Incumbent,59.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,d96c08beb07b,True,4.A.1.b.3.I01.D12,Measure dimensions of completed products or workpieces to verify conformance to specifications.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",VISION,VISION,VISION,VISION,3,False,1.0,True,Requires visual inspection/recognition.,VISUAL_PERCEPTION,False,NONE,0.034881902080400436,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,12485,"Write test or inspection reports describing results, recommendations, or needed repairs.",Core,62.0,08/2020,Incumbent,2020-08,4.39,76.3,Incumbent,Incumbent,47.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,8fb2959bdace,True,4.A.3.b.6.I08.D03,Record operational or production data.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",TEXT,TEXT,TEXT,TEXT,3,False,1.0,True,Language-only I/O suffices.,LANGUAGE_ONLY,False,NONE,0.03433442828093227,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,20300,"Recommend necessary corrective actions, based on inspection results.",Core,62.0,08/2020,Incumbent,2020-08,4.36,82.1,Incumbent,Incumbent,47.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,b2874e0cefcb,True,4.A.4.b.6.I05.D11,Advise others on ways to improve processes or products.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",TEXT,TEXT,TEXT,TEXT,3,False,1.0,True,Language-only I/O suffices.,LANGUAGE_ONLY,False,NONE,0.03409979665258877,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,12486,Read dials or meters to verify that equipment is functioning at specified levels.,Core,60.0,08/2020,Incumbent,2020-08,4.33,86.55,Incumbent,Incumbent,51.0,60.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,6d699b9d2736,True,4.A.1.a.2.I01.D05,Monitor equipment operation to ensure proper functioning.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",VISION,VISION,VISION,VISION,3,False,1.0,True,Requires visual inspection/recognition.,VISUAL_PERCEPTION,False,NONE,0.03386516502424527,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,12495,"Make minor adjustments to equipment, such as turning setscrews to calibrate instruments to required tolerances.",Core,61.0,08/2020,Incumbent,2020-08,4.32,73.04,Incumbent,Incumbent,45.0,61.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,ba045e2b6ea7,True,4.A.3.a.2.I09.D06,Calibrate equipment to specifications.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",MANUAL,MANUAL,MANUAL,MANUAL,3,False,1.0,False,Requires physical/manual action.,PHYSICAL_MANUAL,True,MANUAL,0.033786954481464106,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,20298,"Read blueprints, data, manuals, or other materials to determine specifications, inspection and testing procedures, adjustment methods, certification processes, formulas, or measuring instruments required.",Core,62.0,08/2020,Incumbent,2020-08,4.31,86.98,Incumbent,Incumbent,55.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,a6a2b15ee80e,True,4.A.1.a.1.I02.D04;4.A.1.a.1.I02.D11,Read work orders or other instructions to determine product specifications or materials requirements.;Review blueprints or other instructions to determine operational methods or sequences.,2,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",TEXT,TEXT,TEXT,TEXT,3,False,1.0,True,Language-only I/O suffices.,LANGUAGE_ONLY,False,NONE,0.03370874393868293,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,20306,"Monitor production operations or equipment to ensure conformance to specifications, making necessary process or assembly adjustments.",Core,61.0,08/2020,Incumbent,2020-08,4.27,84.22,Incumbent,Incumbent,51.0,61.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,9bda3faa6e45,True,4.A.1.a.2.I01.D10,Monitor equipment operation to ensure that products are not flawed.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",MANUAL,MANUAL,MANUAL,MANUAL,3,False,1.0,False,Requires physical/manual action.,PHYSICAL_MANUAL,True,MANUAL,0.033395901767558266,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,12477,"Record inspection or test data, such as weights, temperatures, grades, or moisture content, and quantities inspected or graded.",Core,62.0,08/2020,Incumbent,2020-08,4.25,74.79,Incumbent,Incumbent,46.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,47f45cd74b61,True,4.A.3.b.6.I08.D03,Record operational or production data.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",TEXT,TEXT,TEXT,TEXT,3,False,1.0,True,Language-only I/O suffices.,LANGUAGE_ONLY,False,NONE,0.033239480681995934,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,20304,"Position products, components, or parts for testing.",Core,62.0,08/2020,Incumbent,2020-08,3.91,77.66,Incumbent,Incumbent,47.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,9662f06a391f,True,4.A.3.a.2.I06.D03,Mount materials or workpieces onto production equipment.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",MANUAL,MANUAL,MANUAL,MANUAL,3,False,1.0,False,Requires physical/manual action.,PHYSICAL_MANUAL,True,MANUAL,0.03058032222743626,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,12487,"Remove defects, such as chips, burrs, or lap corroded or pitted surfaces.",Core,62.0,08/2020,Incumbent,2020-08,3.91,72.3,Incumbent,Incumbent,43.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,75df5d34b4dd,True,4.A.3.a.2.I15.D05,Smooth metal surfaces or edges.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",MANUAL,MANUAL,MANUAL,MANUAL,3,False,1.0,False,Requires physical/manual action.,PHYSICAL_MANUAL,True,MANUAL,0.03058032222743626,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,12482,Collect or select samples for testing or for use as models.,Core,62.0,08/2020,Incumbent,2020-08,3.77,67.22,Incumbent,Incumbent,41.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,806e0bb9a690,True,4.A.3.a.2.I02.D03,Collect samples of materials or products for testing.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",MANUAL,MANUAL,MANUAL,MANUAL,3,False,1.0,False,Requires physical/manual action.,PHYSICAL_MANUAL,True,MANUAL,0.02948537462849992,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,20305,"Stack or arrange tested products for further processing, shipping, or packaging.",Core,62.0,08/2020,Incumbent,2020-08,3.63,67.32,Incumbent,Incumbent,42.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,4f9791e227c3,True,4.A.3.a.1.I06.D08,Stack finished items for further processing or shipment.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",MANUAL,MANUAL,MANUAL,MANUAL,3,False,1.0,False,Requires physical/manual action.,PHYSICAL_MANUAL,True,MANUAL,0.028390427029563584,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,20302,"Check arriving materials to ensure that they match purchase orders, submitting discrepancy reports as necessary.",Supplemental,62.0,08/2020,Incumbent,2020-08,4.29,63.42,Incumbent,Incumbent,39.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,a0c78ae7a3fd,True,4.A.1.b.2.I03.D05,Test chemical or physical characteristics of materials or products.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",MANUAL,MANUAL,MANUAL,MANUAL,3,False,1.0,False,Requires physical/manual action.,PHYSICAL_MANUAL,True,MANUAL,0.033552322853120604,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,19920,"Inspect or test raw materials, parts, or products to determine compliance with environmental standards.",Supplemental,62.0,08/2020,Incumbent,2020-08,4.27,36.25,Incumbent,Incumbent,23.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,34da2e4f4209,True,4.A.1.b.2.I03.D05,Test chemical or physical characteristics of materials or products.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",VISION,VISION,VISION,VISION,3,False,1.0,True,Requires visual inspection/recognition.,VISUAL_PERCEPTION,False,NONE,0.033395901767558266,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,12481,"Analyze test data, making computations as necessary, to determine test results.",Supplemental,62.0,08/2020,Incumbent,2020-08,4.24,51.55,Incumbent,Incumbent,36.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,4f411e8bb2fa,True,4.A.1.b.2.I03.D03,Analyze test results.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",TEXT,TEXT,TEXT,TEXT,3,False,1.0,True,Language-only I/O suffices.,LANGUAGE_ONLY,False,NONE,0.03316127013921477,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,12484,"Compare colors, shapes, textures, or grades of products or materials with color charts, templates, or samples to verify conformance to standards.",Supplemental,62.0,08/2020,Incumbent,2020-08,4.17,56.93,Incumbent,Incumbent,37.0,62.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,ceec44e1410d,True,4.A.1.b.2.I10.D01,Compare physical characteristics of materials or products to specifications or standards.,1,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",VISION,VISION,VISION,VISION,3,False,1.0,True,Requires visual inspection/recognition.,VISUAL_PERCEPTION,False,NONE,0.0326137963397466,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
51-9061.00,20301,"Clean, maintain, calibrate, or repair measuring instruments or test equipment, such as dial indicators, fixed gauges, or height gauges.",Supplemental,61.0,08/2020,Incumbent,2020-08,4.12,66.54,Incumbent,Incumbent,41.0,61.0,2020-08,2020-08,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Inspector Tester Sorter Sampler And Weighers,460868ef771e,True,4.A.3.a.1.I03.D21;4.A.3.b.4.I02.D02;4.A.3.b.4.I06.D04,Clean production equipment.;Maintain production or processing equipment.;Repair production equipment or tools.,3,,,False,18,5,Apache Hive; Apache Pig; Atlassian JIRA,Accelerometers; Ammeters; Backplane testers,2,,4.18,4.55,4.9,3.75,3.43,3.73,20,Calibration Technologists and Technicians; Electrical and Electronic Equipment Assemblers; Industrial Machinery Mechanics,"Monitoring Processes, Materials, or Surroundings; Inspecting Equipment, Structures, or Materials; Identifying Objects, Actions, and Events",MANUAL,MANUAL,MANUAL,MANUAL,3,False,1.0,False,Requires physical/manual action.,PHYSICAL_MANUAL,True,MANUAL,0.032222743625840766,30.0,gpt-4.1-mini-2025-04-14,3,"1,2,3",2025-09-08T16:32:28+00:00
