DWA_ID,IWA_ID,GWA_ID,IWA_Title,GWA_Title
4.A.3.b.4.I02.D01,4.A.3.b.4.I02,4.A.3.b.4,Maintain tools or equipment.,Repairing and Maintaining Mechanical Equipment
4.A.3.b.4.I04.D04,4.A.3.b.4.I04,4.A.3.b.4,"Maintain electronic, computer, or other technical equipment.",Repairing and Maintaining Mechanical Equipment
4.A.1.a.2.I11.D07,4.A.1.a.2.I11,4.A.1.a.2,Monitor operations to ensure compliance with regulations or standards.,"Monitoring Processes, Materials, or Surroundings"
4.A.1.a.1.I09.D01,4.A.1.a.1.I09,4.A.1.a.1,"Research organizational behavior, processes, or performance.",Getting Information
4.A.4.b.6.I05.D08,4.A.4.b.6.I05,4.A.4.b.6,Advise others on business or operational matters.,Providing Consultation and Advice to Others
4.A.4.b.3.I04.D17,4.A.4.b.3.I04,4.A.4.b.3,Train others on operational or work procedures.,Training and Teaching Others
4.A.4.b.4.I07.D02,4.A.4.b.4.I07,4.A.4.b.4,Manage human resources activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.2.a.2.I01.D05,4.A.2.a.2.I01,4.A.2.a.2,Evaluate the quality or accuracy of data.,Processing Information
4.A.3.b.6.I02.D07,4.A.3.b.6.I02,4.A.3.b.6,Record information about legal matters.,Documenting/Recording Information
4.A.1.a.1.I17.D01,4.A.1.a.1.I17,4.A.1.a.1,Obtain formal documentation or authorization.,Getting Information
4.A.4.b.3.I04.D12,4.A.4.b.3.I04,4.A.4.b.3,Train others on operational or work procedures.,Training and Teaching Others
4.A.2.a.3.I03.D03,4.A.2.a.3.I03,4.A.2.a.3,"Examine financial activities, operations, or systems.",Evaluating Information to Determine Compliance with Standards
4.A.4.b.4.I12.D08,4.A.4.b.4.I12,4.A.4.b.4,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates"
4.A.1.a.2.I03.D06,4.A.1.a.2.I03,4.A.1.a.2,Monitor financial data or activities.,"Monitoring Processes, Materials, or Surroundings"
4.A.1.a.1.I22.D01,4.A.1.a.1.I22,4.A.1.a.1,Investigate organizational or operational problems.,Getting Information
4.A.4.b.6.I05.D12,4.A.4.b.6.I05,4.A.4.b.6,Advise others on business or operational matters.,Providing Consultation and Advice to Others
4.A.3.b.6.I13.D05,4.A.3.b.6.I13,4.A.3.b.6,"Prepare documentation for contracts, applications, or permits.",Documenting/Recording Information
4.A.4.b.6.I05.D02,4.A.4.b.6.I05,4.A.4.b.6,Advise others on business or operational matters.,Providing Consultation and Advice to Others
4.A.2.a.1.I07.D01,4.A.2.a.1.I07,4.A.2.a.1,"Evaluate the characteristics, usefulness, or performance of products or technologies.","Judging the Qualities of Objects, Services, or People"
4.A.2.b.4.I03.D04,4.A.2.b.4.I03,4.A.2.b.4,Develop operational or technical procedures or standards.,Developing Objectives and Strategies
4.A.2.b.4.I01.D05,4.A.2.b.4.I01,4.A.2.b.4,"Develop organizational policies, systems, or processes.",Developing Objectives and Strategies
4.A.1.a.1.I06.D04,4.A.1.a.1.I06,4.A.1.a.1,Gather data about operational or development activities.,Getting Information
4.A.1.b.2.I05.D01,4.A.1.b.2.I05,4.A.1.b.2,Inspect facilities or equipment.,"Inspecting Equipment, Structures, or Materials"
4.A.2.a.1.I02.D04,4.A.2.a.1.I02,4.A.2.a.1,"Evaluate programs, practices, or processes.","Judging the Qualities of Objects, Services, or People"
4.A.2.a.4.I03.D01,4.A.2.a.4.I03,4.A.2.a.4,Analyze business or financial risks.,Analyzing Data or Information
4.A.2.a.1.I02.D03,4.A.2.a.1.I02,4.A.2.a.1,"Evaluate programs, practices, or processes.","Judging the Qualities of Objects, Services, or People"
4.A.2.a.4.I07.D07,4.A.2.a.4.I07,4.A.2.a.4,Analyze data to improve operations.,Analyzing Data or Information
4.A.4.b.6.I05.D05,4.A.4.b.6.I05,4.A.4.b.6,Advise others on business or operational matters.,Providing Consultation and Advice to Others
4.A.2.a.4.I07.D10,4.A.2.a.4.I07,4.A.2.a.4,Analyze data to improve operations.,Analyzing Data or Information
4.A.2.a.4.I11.D03,4.A.2.a.4.I11,4.A.2.a.4,Analyze business or financial data.,Analyzing Data or Information
4.A.2.b.2.I20.D02,4.A.2.b.2.I20,4.A.2.b.2,Develop sustainable organizational or business policies or practices.,Thinking Creatively
4.A.2.a.4.I02.D02,4.A.2.a.4.I02,4.A.2.a.4,Analyze market or industry conditions.,Analyzing Data or Information
4.A.2.b.1.I08.D04,4.A.2.b.1.I08,4.A.2.b.1,Determine resource needs of projects or operations.,Making Decisions and Solving Problems
4.A.2.b.4.I03.D06,4.A.2.b.4.I03,4.A.2.b.4,Develop operational or technical procedures or standards.,Developing Objectives and Strategies
4.A.4.a.2.I04.D03,4.A.4.a.2.I04,4.A.4.a.2,Coordinate with others to resolve problems.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.3.b.6.I03.D04,4.A.3.b.6.I03,4.A.3.b.6,Present research or technical information.,Documenting/Recording Information
4.A.2.b.6.I02.D08,4.A.2.b.6.I02,4.A.2.b.6,Plan work activities.,"Organizing, Planning, and Prioritizing Work"
4.A.4.c.2.I01.D04,4.A.4.c.2.I01,4.A.4.c.2,Perform recruiting or hiring activities.,Staffing Organizational Units
4.A.4.b.4.I06.D07,4.A.4.b.4.I06,4.A.4.b.4,Direct scientific or technical activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.4.b.4.I01.D07,4.A.4.b.4.I01,4.A.4.b.4,Supervise personnel activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.4.b.4.I12.D36,4.A.4.b.4.I12,4.A.4.b.4,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates"
4.A.1.a.1.I06.D01,4.A.1.a.1.I06,4.A.1.a.1,Gather data about operational or development activities.,Getting Information
4.A.4.a.1.I01.D01,4.A.4.a.1.I01,4.A.4.a.1,Explain technical details of products or services.,Interpreting the Meaning of Information for Others
4.A.2.b.1.I07.D01,4.A.2.b.1.I07,4.A.2.b.1,Edit written materials or documents.,Making Decisions and Solving Problems
4.A.1.a.1.I09.D03,4.A.1.a.1.I09,4.A.1.a.1,"Research organizational behavior, processes, or performance.",Getting Information
4.A.4.a.6.I03.D06,4.A.4.a.6.I03,4.A.4.a.6,"Promote products, services, or programs.",Selling or Influencing Others
4.A.2.b.2.I27.D01,4.A.2.b.2.I27,4.A.2.b.2,Develop organizational or program goals or objectives.,Thinking Creatively
4.A.4.a.1.I04.D02,4.A.4.a.1.I04,4.A.4.a.1,Explain financial information.,Interpreting the Meaning of Information for Others
4.A.4.b.4.I09.D03,4.A.4.b.4.I09,4.A.4.b.4,Manage budgets or finances.,"Guiding, Directing, and Motivating Subordinates"
4.A.3.b.6.I12.D07,4.A.3.b.6.I12,4.A.3.b.6,Prepare informational or instructional materials.,Documenting/Recording Information
4.A.4.b.4.I07.D01,4.A.4.b.4.I07,4.A.4.b.4,Manage human resources activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.4.a.3.I03.D05,4.A.4.a.3.I03,4.A.4.a.3,"Provide information to guests, clients, or customers.",Communicating with People Outside the Organization
4.A.2.a.1.I07.D08,4.A.2.a.1.I07,4.A.2.a.1,"Evaluate the characteristics, usefulness, or performance of products or technologies.","Judging the Qualities of Objects, Services, or People"
4.A.4.c.3.I01.D06,4.A.4.c.3.I01,4.A.4.c.3,"Replenish inventories of materials, equipment, or products.",Monitoring and Controlling Resources
4.A.2.b.4.I03.D08,4.A.2.b.4.I03,4.A.2.b.4,Develop operational or technical procedures or standards.,Developing Objectives and Strategies
4.A.4.a.2.I09.D07,4.A.4.a.2.I09,4.A.4.a.2,Communicate with others about specifications or project details.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.4.a.2.I06.D02,4.A.4.a.2.I06,4.A.4.a.2,Communicate with others about business strategies.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.2.b.4.I03.D09,4.A.2.b.4.I03,4.A.2.b.4,Develop operational or technical procedures or standards.,Developing Objectives and Strategies
4.A.2.b.1.I09.D04,4.A.2.b.1.I09,4.A.2.b.1,Implement procedures or processes.,Making Decisions and Solving Problems
4.A.2.b.2.I07.D03,4.A.2.b.2.I07,4.A.2.b.2,Develop technical specifications for products or operations.,Thinking Creatively
4.A.2.b.2.I02.D08,4.A.2.b.2.I02,4.A.2.b.2,Design computer or information systems or applications.,Thinking Creatively
4.A.3.b.1.I01.D03,4.A.3.b.1.I01,4.A.3.b.1,Program computer systems or production equipment.,Working with Computers
4.A.4.b.4.I12.D32,4.A.4.b.4.I12,4.A.4.b.4,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates"
4.A.2.a.4.I02.D06,4.A.2.a.4.I02,4.A.2.a.4,Analyze market or industry conditions.,Analyzing Data or Information
4.A.2.b.2.I02.D03,4.A.2.b.2.I02,4.A.2.b.2,Design computer or information systems or applications.,Thinking Creatively
4.A.2.a.4.I02.D05,4.A.2.a.4.I02,4.A.2.a.4,Analyze market or industry conditions.,Analyzing Data or Information
4.A.4.b.6.I04.D06,4.A.4.b.6.I04,4.A.4.b.6,Advise others on the design or use of technologies.,Providing Consultation and Advice to Others
4.A.2.b.2.I07.D07,4.A.2.b.2.I07,4.A.2.b.2,Develop technical specifications for products or operations.,Thinking Creatively
4.A.2.a.4.I11.D01,4.A.2.a.4.I11,4.A.2.a.4,Analyze business or financial data.,Analyzing Data or Information
4.A.2.b.2.I18.D04,4.A.2.b.2.I18,4.A.2.b.2,Create visual designs or displays.,Thinking Creatively
4.A.1.b.2.I05.D11,4.A.1.b.2.I05,4.A.1.b.2,Inspect facilities or equipment.,"Inspecting Equipment, Structures, or Materials"
4.A.2.b.2.I18.D13,4.A.2.b.2.I18,4.A.2.b.2,Create visual designs or displays.,Thinking Creatively
4.A.2.b.2.I24.D03,4.A.2.b.2.I24,4.A.2.b.2,Design electrical or electronic systems or equipment.,Thinking Creatively
4.A.3.a.2.I20.D05,4.A.3.a.2.I20,4.A.3.a.2,Install commercial or production equipment.,Handling and Moving Objects
4.A.3.b.4.I03.D03,4.A.3.b.4.I03,4.A.3.b.4,Repair electrical or electronic equipment.,Repairing and Maintaining Mechanical Equipment
4.A.1.a.2.I11.D03,4.A.1.a.2.I11,4.A.1.a.2,Monitor operations to ensure compliance with regulations or standards.,"Monitoring Processes, Materials, or Surroundings"
4.A.2.a.4.I11.D02,4.A.2.a.4.I11,4.A.2.a.4,Analyze business or financial data.,Analyzing Data or Information
4.A.2.a.1.I09.D02,4.A.2.a.1.I09,4.A.2.a.1,"Evaluate condition of financial assets, property, or other resources.","Judging the Qualities of Objects, Services, or People"
4.A.1.b.3.I03.D03,4.A.1.b.3.I03,4.A.1.b.3,Calculate financial data.,"Estimating the Quantifiable Characteristics of Products, Events, or Information"
4.A.2.b.2.I06.D04,4.A.2.b.2.I06,4.A.2.b.2,Design databases.,Thinking Creatively
4.A.2.b.1.I04.D04,4.A.2.b.1.I04,4.A.2.b.1,Determine operational methods or procedures.,Making Decisions and Solving Problems
4.A.3.b.6.I03.D06,4.A.3.b.6.I03,4.A.3.b.6,Present research or technical information.,Documenting/Recording Information
4.A.2.a.4.I02.D03,4.A.2.a.4.I02,4.A.2.a.4,Analyze market or industry conditions.,Analyzing Data or Information
4.A.1.b.2.I06.D11,4.A.1.b.2.I06,4.A.1.b.2,Inspect completed work or finished products.,"Inspecting Equipment, Structures, or Materials"
4.A.1.a.1.I04.D06,4.A.1.a.1.I04,4.A.1.a.1,Gather information from physical or electronic sources.,Getting Information
4.A.3.b.1.I06.D06,4.A.3.b.1.I06,4.A.3.b.1,Process digital or online data.,Working with Computers
4.A.3.b.6.I05.D01,4.A.3.b.6.I05,4.A.3.b.6,Record images with photographic or audiovisual equipment.,Documenting/Recording Information
4.A.3.b.1.I06.D05,4.A.3.b.1.I06,4.A.3.b.1,Process digital or online data.,Working with Computers
4.A.3.b.6.I12.D05,4.A.3.b.6.I12,4.A.3.b.6,Prepare informational or instructional materials.,Documenting/Recording Information
4.A.4.a.1.I04.D03,4.A.4.a.1.I04,4.A.4.a.1,Explain financial information.,Interpreting the Meaning of Information for Others
4.A.4.b.6.I11.D01,4.A.4.b.6.I11,4.A.4.b.6,Advise others on financial matters.,Providing Consultation and Advice to Others
4.A.4.a.2.I06.D01,4.A.4.a.2.I06,4.A.4.a.2,Communicate with others about business strategies.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.1.a.1.I23.D03,4.A.1.a.1.I23,4.A.1.a.1,Interview people to obtain information.,Getting Information
4.A.4.a.1.I04.D01,4.A.4.a.1.I04,4.A.4.a.1,Explain financial information.,Interpreting the Meaning of Information for Others
4.A.1.b.3.I03.D04,4.A.1.b.3.I03,4.A.1.b.3,Calculate financial data.,"Estimating the Quantifiable Characteristics of Products, Events, or Information"
4.A.2.a.4.I06.D01,4.A.2.a.4.I06,4.A.2.a.4,Analyze health or medical data.,Analyzing Data or Information
4.A.2.b.2.I09.D01,4.A.2.b.2.I09,4.A.2.b.2,Develop financial or business plans.,Thinking Creatively
4.A.4.a.5.I01.D06,4.A.4.a.5.I01,4.A.4.a.5,Assist others to access additional services or resources.,Assisting and Caring for Others
4.A.4.b.6.I02.D04,4.A.4.b.6.I02,4.A.4.b.6,Advise others on products or services.,Providing Consultation and Advice to Others
4.A.3.a.1.I11.D04,4.A.3.a.1.I11,4.A.3.a.1,Maintain safety or security.,Performing General Physical Activities
4.A.3.a.1.I11.D08,4.A.3.a.1.I11,4.A.3.a.1,Maintain safety or security.,Performing General Physical Activities
4.A.3.b.1.I04.D02,4.A.3.b.1.I04,4.A.3.b.1,Resolve computer problems.,Working with Computers
4.A.4.b.6.I04.D02,4.A.4.b.6.I04,4.A.4.b.6,Advise others on the design or use of technologies.,Providing Consultation and Advice to Others
4.A.1.a.2.I10.D03,4.A.1.a.2.I10,4.A.1.a.2,Monitor operation of computer or information technologies.,"Monitoring Processes, Materials, or Surroundings"
4.A.1.b.2.I08.D03,4.A.1.b.2.I08,4.A.1.b.2,Test performance of computer or information systems.,"Inspecting Equipment, Structures, or Materials"
4.A.4.b.4.I06.D04,4.A.4.b.4.I06,4.A.4.b.4,Direct scientific or technical activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.3.b.1.I03.D04,4.A.3.b.1.I03,4.A.3.b.1,"Set up computer systems, networks, or other information systems.",Working with Computers
4.A.2.b.2.I02.D07,4.A.2.b.2.I02,4.A.2.b.2,Design computer or information systems or applications.,Thinking Creatively
4.A.2.b.1.I08.D02,4.A.2.b.1.I08,4.A.2.b.1,Determine resource needs of projects or operations.,Making Decisions and Solving Problems
4.A.4.b.3.I05.D04,4.A.4.b.3.I05,4.A.4.b.3,Train others to use equipment or products.,Training and Teaching Others
4.A.2.a.4.I05.D05,4.A.2.a.4.I05,4.A.2.a.4,"Evaluate designs, specifications, or other technical data.",Analyzing Data or Information
4.A.2.b.2.I02.D05,4.A.2.b.2.I02,4.A.2.b.2,Design computer or information systems or applications.,Thinking Creatively
4.A.2.b.4.I03.D15,4.A.2.b.4.I03,4.A.2.b.4,Develop operational or technical procedures or standards.,Developing Objectives and Strategies
4.A.3.b.6.I09.D05,4.A.3.b.6.I09,4.A.3.b.6,"Document technical designs, procedures, or activities.",Documenting/Recording Information
4.A.4.b.6.I04.D03,4.A.4.b.6.I04,4.A.4.b.6,Advise others on the design or use of technologies.,Providing Consultation and Advice to Others
4.A.1.b.3.I02.D01,4.A.1.b.3.I02,4.A.1.b.3,Estimate project development or operational costs.,"Estimating the Quantifiable Characteristics of Products, Events, or Information"
4.A.2.b.1.I10.D05,4.A.2.b.1.I10,4.A.2.b.1,Select materials or equipment for operations or projects.,Making Decisions and Solving Problems
4.A.1.b.2.I08.D02,4.A.1.b.2.I08,4.A.1.b.2,Test performance of computer or information systems.,"Inspecting Equipment, Structures, or Materials"
4.A.2.b.2.I02.D11,4.A.2.b.2.I02,4.A.2.b.2,Design computer or information systems or applications.,Thinking Creatively
4.A.4.a.3.I02.D05,4.A.4.a.3.I02,4.A.4.a.3,Provide information or assistance to the public.,Communicating with People Outside the Organization
4.A.4.a.2.I09.D09,4.A.4.a.2.I09,4.A.4.a.2,Communicate with others about specifications or project details.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.3.b.1.I03.D01,4.A.3.b.1.I03,4.A.3.b.1,"Set up computer systems, networks, or other information systems.",Working with Computers
4.A.3.b.1.I02.D01,4.A.3.b.1.I02,4.A.3.b.1,Implement security measures for computer or information systems.,Working with Computers
4.A.2.b.2.I23.D04,4.A.2.b.2.I23,4.A.2.b.2,Develop research plans or methodologies.,Thinking Creatively
4.A.3.b.6.I08.D11,4.A.3.b.6.I08,4.A.3.b.6,Maintain operational records.,Documenting/Recording Information
4.A.1.a.2.I10.D01,4.A.1.a.2.I10,4.A.1.a.2,Monitor operation of computer or information technologies.,"Monitoring Processes, Materials, or Surroundings"
4.A.3.b.6.I08.D02,4.A.3.b.6.I08,4.A.3.b.6,Maintain operational records.,Documenting/Recording Information
4.A.2.a.4.I04.D02,4.A.2.a.4.I04,4.A.2.a.4,Analyze scientific or applied data using mathematical principles.,Analyzing Data or Information
4.A.1.a.2.I10.D02,4.A.1.a.2.I10,4.A.1.a.2,Monitor operation of computer or information technologies.,"Monitoring Processes, Materials, or Surroundings"
4.A.3.b.4.I04.D01,4.A.3.b.4.I04,4.A.3.b.4,"Maintain electronic, computer, or other technical equipment.",Repairing and Maintaining Mechanical Equipment
4.A.4.b.4.I09.D07,4.A.4.b.4.I09,4.A.4.b.4,Manage budgets or finances.,"Guiding, Directing, and Motivating Subordinates"
4.A.2.b.2.I07.D05,4.A.2.b.2.I07,4.A.2.b.2,Develop technical specifications for products or operations.,Thinking Creatively
4.A.3.b.6.I09.D03,4.A.3.b.6.I09,4.A.3.b.6,"Document technical designs, procedures, or activities.",Documenting/Recording Information
4.A.3.b.1.I04.D01,4.A.3.b.1.I04,4.A.3.b.1,Resolve computer problems.,Working with Computers
4.A.3.b.1.I03.D02,4.A.3.b.1.I03,4.A.3.b.1,"Set up computer systems, networks, or other information systems.",Working with Computers
4.A.1.b.2.I08.D01,4.A.1.b.2.I08,4.A.1.b.2,Test performance of computer or information systems.,"Inspecting Equipment, Structures, or Materials"
4.A.2.a.4.I12.D02,4.A.2.a.4.I12,4.A.2.a.4,Analyze performance of systems or equipment.,Analyzing Data or Information
4.A.3.b.1.I02.D02,4.A.3.b.1.I02,4.A.3.b.1,Implement security measures for computer or information systems.,Working with Computers
4.A.3.b.6.I12.D08,4.A.3.b.6.I12,4.A.3.b.6,Prepare informational or instructional materials.,Documenting/Recording Information
4.A.4.b.6.I04.D05,4.A.4.b.6.I04,4.A.4.b.6,Advise others on the design or use of technologies.,Providing Consultation and Advice to Others
4.A.3.b.1.I04.D03,4.A.3.b.1.I04,4.A.3.b.1,Resolve computer problems.,Working with Computers
4.A.4.b.3.I05.D03,4.A.4.b.3.I05,4.A.4.b.3,Train others to use equipment or products.,Training and Teaching Others
4.A.3.b.4.I04.D02,4.A.3.b.4.I04,4.A.3.b.4,"Maintain electronic, computer, or other technical equipment.",Repairing and Maintaining Mechanical Equipment
4.A.2.b.2.I21.D02,4.A.2.b.2.I21,4.A.2.b.2,"Develop models of systems, processes, or products.",Thinking Creatively
4.A.2.b.2.I19.D02,4.A.2.b.2.I19,4.A.2.b.2,Develop contingency or emergency response plans.,Thinking Creatively
4.A.2.b.4.I03.D03,4.A.2.b.4.I03,4.A.2.b.4,Develop operational or technical procedures or standards.,Developing Objectives and Strategies
4.A.4.b.4.I09.D06,4.A.4.b.4.I09,4.A.4.b.4,Manage budgets or finances.,"Guiding, Directing, and Motivating Subordinates"
4.A.3.b.6.I09.D04,4.A.3.b.6.I09,4.A.3.b.6,"Document technical designs, procedures, or activities.",Documenting/Recording Information
4.A.2.a.1.I07.D06,4.A.2.a.1.I07,4.A.2.a.1,"Evaluate the characteristics, usefulness, or performance of products or technologies.","Judging the Qualities of Objects, Services, or People"
4.A.2.b.2.I06.D01,4.A.2.b.2.I06,4.A.2.b.2,Design databases.,Thinking Creatively
4.A.2.b.4.I03.D01,4.A.2.b.4.I03,4.A.2.b.4,Develop operational or technical procedures or standards.,Developing Objectives and Strategies
4.A.2.b.2.I02.D10,4.A.2.b.2.I02,4.A.2.b.2,Design computer or information systems or applications.,Thinking Creatively
4.A.2.a.2.I01.D06,4.A.2.a.2.I01,4.A.2.a.2,Evaluate the quality or accuracy of data.,Processing Information
4.A.2.b.1.I09.D03,4.A.2.b.1.I09,4.A.2.b.1,Implement procedures or processes.,Making Decisions and Solving Problems
4.A.2.b.2.I02.D04,4.A.2.b.2.I02,4.A.2.b.2,Design computer or information systems or applications.,Thinking Creatively
4.A.2.a.4.I04.D01,4.A.2.a.4.I04,4.A.2.a.4,Analyze scientific or applied data using mathematical principles.,Analyzing Data or Information
4.A.3.b.1.I06.D07,4.A.3.b.1.I06,4.A.3.b.1,Process digital or online data.,Working with Computers
4.A.4.a.2.I08.D08,4.A.4.a.2.I08,4.A.4.a.2,Notify others of emergencies or problems.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.3.b.1.I06.D04,4.A.3.b.1.I06,4.A.3.b.1,Process digital or online data.,Working with Computers
4.A.2.a.4.I07.D03,4.A.2.a.4.I07,4.A.2.a.4,Analyze data to improve operations.,Analyzing Data or Information
4.A.2.b.2.I18.D20,4.A.2.b.2.I18,4.A.2.b.2,Create visual designs or displays.,Thinking Creatively
4.A.2.b.2.I02.D09,4.A.2.b.2.I02,4.A.2.b.2,Design computer or information systems or applications.,Thinking Creatively
4.A.3.b.6.I03.D05,4.A.3.b.6.I03,4.A.3.b.6,Present research or technical information.,Documenting/Recording Information
4.A.2.b.2.I26.D03,4.A.2.b.2.I26,4.A.2.b.2,Develop scientific or mathematical theories or models.,Thinking Creatively
4.A.2.a.4.I01.D06,4.A.2.a.4.I01,4.A.2.a.4,Analyze environmental or geospatial data.,Analyzing Data or Information
4.A.1.a.2.I11.D08,4.A.1.a.2.I11,4.A.1.a.2,Monitor operations to ensure compliance with regulations or standards.,"Monitoring Processes, Materials, or Surroundings"
4.A.1.a.1.I04.D05,4.A.1.a.1.I04,4.A.1.a.1,Gather information from physical or electronic sources.,Getting Information
4.A.2.b.4.I03.D16,4.A.2.b.4.I03,4.A.2.b.4,Develop operational or technical procedures or standards.,Developing Objectives and Strategies
4.A.2.a.4.I05.D08,4.A.2.a.4.I05,4.A.2.a.4,"Evaluate designs, specifications, or other technical data.",Analyzing Data or Information
4.A.2.a.1.I07.D07,4.A.2.a.1.I07,4.A.2.a.1,"Evaluate the characteristics, usefulness, or performance of products or technologies.","Judging the Qualities of Objects, Services, or People"
4.A.1.b.2.I12.D02,4.A.1.b.2.I12,4.A.1.b.2,Test performance of equipment or systems.,"Inspecting Equipment, Structures, or Materials"
4.A.4.a.2.I09.D06,4.A.4.a.2.I09,4.A.4.a.2,Communicate with others about specifications or project details.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.3.b.6.I03.D08,4.A.3.b.6.I03,4.A.3.b.6,Present research or technical information.,Documenting/Recording Information
4.A.2.a.4.I12.D03,4.A.2.a.4.I12,4.A.2.a.4,Analyze performance of systems or equipment.,Analyzing Data or Information
4.A.1.a.1.I04.D07,4.A.1.a.1.I04,4.A.1.a.1,Gather information from physical or electronic sources.,Getting Information
4.A.1.a.1.I03.D05,4.A.1.a.1.I03,4.A.1.a.1,Investigate criminal or legal matters.,Getting Information
4.A.2.b.2.I15.D01,4.A.2.b.2.I15,4.A.2.b.2,"Develop educational programs, plans, or procedures.",Thinking Creatively
4.A.2.b.2.I02.D01,4.A.2.b.2.I02,4.A.2.b.2,Design computer or information systems or applications.,Thinking Creatively
4.A.4.b.6.I04.D01,4.A.4.b.6.I04,4.A.4.b.6,Advise others on the design or use of technologies.,Providing Consultation and Advice to Others
4.A.1.a.2.I11.D06,4.A.1.a.2.I11,4.A.1.a.2,Monitor operations to ensure compliance with regulations or standards.,"Monitoring Processes, Materials, or Surroundings"
4.A.4.b.3.I04.D15,4.A.4.b.3.I04,4.A.4.b.3,Train others on operational or work procedures.,Training and Teaching Others
4.A.2.b.6.I02.D09,4.A.2.b.6.I02,4.A.2.b.6,Plan work activities.,"Organizing, Planning, and Prioritizing Work"
4.A.2.b.2.I15.D05,4.A.2.b.2.I15,4.A.2.b.2,"Develop educational programs, plans, or procedures.",Thinking Creatively
4.A.2.b.4.I03.D14,4.A.2.b.4.I03,4.A.2.b.4,Develop operational or technical procedures or standards.,Developing Objectives and Strategies
4.A.3.b.4.I04.D06,4.A.3.b.4.I04,4.A.3.b.4,"Maintain electronic, computer, or other technical equipment.",Repairing and Maintaining Mechanical Equipment
4.A.2.b.3.I01.D15,4.A.2.b.3.I01,4.A.2.b.3,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge
4.A.2.a.4.I07.D16,4.A.2.a.4.I07,4.A.2.a.4,Analyze data to improve operations.,Analyzing Data or Information
4.A.4.a.1.I03.D01,4.A.4.a.1.I03,4.A.4.a.1,"Interpret language, cultural, or religious information for others.",Interpreting the Meaning of Information for Others
4.A.3.b.1.I06.D10,4.A.3.b.1.I06,4.A.3.b.1,Process digital or online data.,Working with Computers
4.A.1.a.2.I11.D02,4.A.1.a.2.I11,4.A.1.a.2,Monitor operations to ensure compliance with regulations or standards.,"Monitoring Processes, Materials, or Surroundings"
4.A.1.a.2.I03.D01,4.A.1.a.2.I03,4.A.1.a.2,Monitor financial data or activities.,"Monitoring Processes, Materials, or Surroundings"
4.A.3.b.6.I03.D01,4.A.3.b.6.I03,4.A.3.b.6,Present research or technical information.,Documenting/Recording Information
4.A.2.b.1.I04.D10,4.A.2.b.1.I04,4.A.2.b.1,Determine operational methods or procedures.,Making Decisions and Solving Problems
4.A.2.b.3.I01.D01,4.A.2.b.3.I01,4.A.2.b.3,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge
4.A.4.b.3.I04.D18,4.A.4.b.3.I04,4.A.4.b.3,Train others on operational or work procedures.,Training and Teaching Others
4.A.2.a.4.I05.D01,4.A.2.a.4.I05,4.A.2.a.4,"Evaluate designs, specifications, or other technical data.",Analyzing Data or Information
4.A.3.b.6.I07.D02,4.A.3.b.6.I07,4.A.3.b.6,Prepare proposals or grant applications.,Documenting/Recording Information
4.A.1.a.1.I12.D03,4.A.1.a.1.I12,4.A.1.a.1,Collect information about patients or clients.,Getting Information
4.A.2.b.3.I01.D20,4.A.2.b.3.I01,4.A.2.b.3,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge
4.A.1.a.1.I04.D08,4.A.1.a.1.I04,4.A.1.a.1,Gather information from physical or electronic sources.,Getting Information
4.A.2.a.4.I07.D02,4.A.2.a.4.I07,4.A.2.a.4,Analyze data to improve operations.,Analyzing Data or Information
4.A.4.a.2.I03.D15,4.A.4.a.2.I03,4.A.4.a.2,Communicate with others about operational plans or activities.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.2.b.4.I03.D10,4.A.2.b.4.I03,4.A.2.b.4,Develop operational or technical procedures or standards.,Developing Objectives and Strategies
4.A.3.b.6.I03.D02,4.A.3.b.6.I03,4.A.3.b.6,Present research or technical information.,Documenting/Recording Information
4.A.4.b.3.I04.D04,4.A.4.b.3.I04,4.A.4.b.3,Train others on operational or work procedures.,Training and Teaching Others
4.A.3.b.1.I06.D12,4.A.3.b.1.I06,4.A.3.b.1,Process digital or online data.,Working with Computers
4.A.3.b.6.I09.D02,4.A.3.b.6.I09,4.A.3.b.6,"Document technical designs, procedures, or activities.",Documenting/Recording Information
4.A.4.a.2.I13.D06,4.A.4.a.2.I13,4.A.4.a.2,Confer with clients to determine needs or order specifications.,"Communicating with Supervisors, Peers, or Subordinates"
